"Código","Municipio","Total de viviendas particulares","Material Predominante de la Pared","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
614,"Nueva Santa Rosa",11242,"Adobe",4090,36.38
614,"Nueva Santa Rosa",11242,"Madera",79,0.7
614,"Nueva Santa Rosa",11242,"Lamina metálica",90,0.8
614,"Nueva Santa Rosa",11242,"Bajareque",16,0.14
614,"Nueva Santa Rosa",11242,"Lepa, palo o caña",38,0.34
614,"Nueva Santa Rosa",11242,"Material de desecho",2,0.02
614,"Nueva Santa Rosa",11242,"Otro",4,0.04
614,"Nueva Santa Rosa",11242,"No especificado",9,0.08
701,"Sololá",17373,"Ladrillo",93,0.54
701,"Sololá",17373,"Block",9190,52.9
701,"Sololá",17373,"Concreto",159,0.92
701,"Sololá",17373,"Adobe",7571,43.58
701,"Sololá",17373,"Madera",160,0.92
701,"Sololá",17373,"Lamina metálica",139,0.8
701,"Sololá",17373,"Bajareque",1,0.01
701,"Sololá",17373,"Lepa, palo o caña",19,0.11
701,"Sololá",17373,"Material de desecho",1,0.01
701,"Sololá",17373,"Otro",4,0.02
701,"Sololá",17373,"No especificado",36,0.21
702,"San José Chacayá",934,"Ladrillo",0,0
702,"San José Chacayá",934,"Block",570,61.03
702,"San José Chacayá",934,"Concreto",13,1.39
702,"San José Chacayá",934,"Adobe",307,32.87
702,"San José Chacayá",934,"Madera",18,1.93
702,"San José Chacayá",934,"Lamina metálica",24,2.57
702,"San José Chacayá",934,"Bajareque",0,0
702,"San José Chacayá",934,"Lepa, palo o caña",2,0.21
702,"San José Chacayá",934,"Material de desecho",0,0
702,"San José Chacayá",934,"Otro",0,0
702,"San José Chacayá",934,"No especificado",0,0
703,"Santa María Visitación",669,"Ladrillo",2,0.3
703,"Santa María Visitación",669,"Block",581,86.85
703,"Santa María Visitación",669,"Concreto",5,0.75
703,"Santa María Visitación",669,"Adobe",41,6.13
703,"Santa María Visitación",669,"Madera",16,2.39
703,"Santa María Visitación",669,"Lamina metálica",20,2.99
703,"Santa María Visitación",669,"Bajareque",0,0
703,"Santa María Visitación",669,"Lepa, palo o caña",2,0.3
703,"Santa María Visitación",669,"Material de desecho",0,0
703,"Santa María Visitación",669,"Otro",0,0
703,"Santa María Visitación",669,"No especificado",2,0.3
704,"Santa Lucía Utatlán",5921,"Ladrillo",31,0.52
704,"Santa Lucía Utatlán",5921,"Block",4204,71
704,"Santa Lucía Utatlán",5921,"Concreto",42,0.71
704,"Santa Lucía Utatlán",5921,"Adobe",1346,22.73
704,"Santa Lucía Utatlán",5921,"Madera",220,3.72
704,"Santa Lucía Utatlán",5921,"Lamina metálica",64,1.08
704,"Santa Lucía Utatlán",5921,"Bajareque",0,0
704,"Santa Lucía Utatlán",5921,"Lepa, palo o caña",7,0.12
704,"Santa Lucía Utatlán",5921,"Material de desecho",2,0.03
704,"Santa Lucía Utatlán",5921,"Otro",1,0.02
704,"Santa Lucía Utatlán",5921,"No especificado",4,0.07
705,"Nahualá",17830,"Ladrillo",36,0.2
705,"Nahualá",17830,"Block",8800,49.36
705,"Nahualá",17830,"Concreto",193,1.08
705,"Nahualá",17830,"Adobe",4095,22.97
705,"Nahualá",17830,"Madera",3189,17.89
705,"Nahualá",17830,"Lamina metálica",1369,7.68
705,"Nahualá",17830,"Bajareque",5,0.03
705,"Nahualá",17830,"Lepa, palo o caña",61,0.34
705,"Nahualá",17830,"Material de desecho",5,0.03
705,"Nahualá",17830,"Otro",4,0.02
705,"Nahualá",17830,"No especificado",73,0.41
706,"Santa Catarina Ixtahuacán",13604,"Ladrillo",37,0.27
706,"Santa Catarina Ixtahuacán",13604,"Block",7715,56.71
706,"Santa Catarina Ixtahuacán",13604,"Concreto",106,0.78
706,"Santa Catarina Ixtahuacán",13604,"Adobe",1927,14.16
706,"Santa Catarina Ixtahuacán",13604,"Madera",2824,20.76
706,"Santa Catarina Ixtahuacán",13604,"Lamina metálica",773,5.68
706,"Santa Catarina Ixtahuacán",13604,"Bajareque",5,0.04
706,"Santa Catarina Ixtahuacán",13604,"Lepa, palo o caña",162,1.19
706,"Santa Catarina Ixtahuacán",13604,"Material de desecho",4,0.03
706,"Santa Catarina Ixtahuacán",13604,"Otro",33,0.24
706,"Santa Catarina Ixtahuacán",13604,"No especificado",18,0.13
707,"Santa Clara la Laguna",2429,"Ladrillo",8,0.33
707,"Santa Clara la Laguna",2429,"Block",1891,77.85
707,"Santa Clara la Laguna",2429,"Concreto",27,1.11
707,"Santa Clara la Laguna",2429,"Adobe",190,7.82
707,"Santa Clara la Laguna",2429,"Madera",144,5.93
707,"Santa Clara la Laguna",2429,"Lamina metálica",155,6.38
707,"Santa Clara la Laguna",2429,"Bajareque",0,0
707,"Santa Clara la Laguna",2429,"Lepa, palo o caña",14,0.58
707,"Santa Clara la Laguna",2429,"Material de desecho",0,0
707,"Santa Clara la Laguna",2429,"Otro",0,0
707,"Santa Clara la Laguna",2429,"No especificado",0,0
708,"Concepción",1060,"Ladrillo",3,0.28
708,"Concepción",1060,"Block",433,40.85
708,"Concepción",1060,"Concreto",21,1.98
708,"Concepción",1060,"Adobe",590,55.66
708,"Concepción",1060,"Madera",2,0.19
708,"Concepción",1060,"Lamina metálica",9,0.85
708,"Concepción",1060,"Bajareque",2,0.19
708,"Concepción",1060,"Lepa, palo o caña",0,0
708,"Concepción",1060,"Material de desecho",0,0
708,"Concepción",1060,"Otro",0,0
708,"Concepción",1060,"No especificado",0,0
709,"San Andrés Semetabaj",3229,"Ladrillo",11,0.34
709,"San Andrés Semetabaj",3229,"Block",2803,86.81
709,"San Andrés Semetabaj",3229,"Concreto",23,0.71
709,"San Andrés Semetabaj",3229,"Adobe",246,7.62
709,"San Andrés Semetabaj",3229,"Madera",98,3.03
709,"San Andrés Semetabaj",3229,"Lamina metálica",17,0.53
709,"San Andrés Semetabaj",3229,"Bajareque",21,0.65
709,"San Andrés Semetabaj",3229,"Lepa, palo o caña",9,0.28
709,"San Andrés Semetabaj",3229,"Material de desecho",0,0
709,"San Andrés Semetabaj",3229,"Otro",0,0
709,"San Andrés Semetabaj",3229,"No especificado",1,0.03
710,"Panajachel",4304,"Ladrillo",70,1.63
710,"Panajachel",4304,"Block",3660,85.04
710,"Panajachel",4304,"Concreto",56,1.3
710,"Panajachel",4304,"Adobe",302,7.02
710,"Panajachel",4304,"Madera",133,3.09
710,"Panajachel",4304,"Lamina metálica",57,1.32
710,"Panajachel",4304,"Bajareque",1,0.02
710,"Panajachel",4304,"Lepa, palo o caña",4,0.09
710,"Panajachel",4304,"Material de desecho",0,0
710,"Panajachel",4304,"Otro",19,0.44
710,"Panajachel",4304,"No especificado",2,0.05
711,"Santa Catarina Palopó",1165,"Ladrillo",44,3.78
711,"Santa Catarina Palopó",1165,"Block",878,75.36
711,"Santa Catarina Palopó",1165,"Concreto",7,0.6
711,"Santa Catarina Palopó",1165,"Adobe",187,16.05
711,"Santa Catarina Palopó",1165,"Madera",22,1.89
711,"Santa Catarina Palopó",1165,"Lamina metálica",15,1.29
711,"Santa Catarina Palopó",1165,"Bajareque",4,0.34
711,"Santa Catarina Palopó",1165,"Lepa, palo o caña",2,0.17
711,"Santa Catarina Palopó",1165,"Material de desecho",0,0
711,"Santa Catarina Palopó",1165,"Otro",4,0.34
711,"Santa Catarina Palopó",1165,"No especificado",2,0.17
712,"San Antonio Palopó",3860,"Ladrillo",10,0.26
712,"San Antonio Palopó",3860,"Block",2844,73.68
712,"San Antonio Palopó",3860,"Concreto",64,1.66
712,"San Antonio Palopó",3860,"Adobe",482,12.49
712,"San Antonio Palopó",3860,"Madera",77,1.99
712,"San Antonio Palopó",3860,"Lamina metálica",65,1.68
712,"San Antonio Palopó",3860,"Bajareque",261,6.76
712,"San Antonio Palopó",3860,"Lepa, palo o caña",30,0.78
712,"San Antonio Palopó",3860,"Material de desecho",3,0.08
712,"San Antonio Palopó",3860,"Otro",23,0.6
712,"San Antonio Palopó",3860,"No especificado",1,0.03
713,"San Lucas Tolimán",7562,"Ladrillo",20,0.26
713,"San Lucas Tolimán",7562,"Block",6464,85.48
713,"San Lucas Tolimán",7562,"Concreto",30,0.4
713,"San Lucas Tolimán",7562,"Adobe",25,0.33
713,"San Lucas Tolimán",7562,"Madera",815,10.78
713,"San Lucas Tolimán",7562,"Lamina metálica",117,1.55
713,"San Lucas Tolimán",7562,"Bajareque",2,0.03
713,"San Lucas Tolimán",7562,"Lepa, palo o caña",12,0.16
713,"San Lucas Tolimán",7562,"Material de desecho",0,0
713,"San Lucas Tolimán",7562,"Otro",75,0.99
713,"San Lucas Tolimán",7562,"No especificado",2,0.03
714,"Santa Cruz la Laguna",1571,"Ladrillo",5,0.32
714,"Santa Cruz la Laguna",1571,"Block",786,50.03
714,"Santa Cruz la Laguna",1571,"Concreto",22,1.4
714,"Santa Cruz la Laguna",1571,"Adobe",673,42.84
714,"Santa Cruz la Laguna",1571,"Madera",41,2.61
714,"Santa Cruz la Laguna",1571,"Lamina metálica",18,1.15
714,"Santa Cruz la Laguna",1571,"Bajareque",7,0.45
714,"Santa Cruz la Laguna",1571,"Lepa, palo o caña",3,0.19
714,"Santa Cruz la Laguna",1571,"Material de desecho",0,0
714,"Santa Cruz la Laguna",1571,"Otro",16,1.02
714,"Santa Cruz la Laguna",1571,"No especificado",0,0
715,"San Pablo la Laguna",1957,"Ladrillo",4,0.2
715,"San Pablo la Laguna",1957,"Block",992,50.69
715,"San Pablo la Laguna",1957,"Concreto",15,0.77
715,"San Pablo la Laguna",1957,"Adobe",888,45.38
715,"San Pablo la Laguna",1957,"Madera",19,0.97
715,"San Pablo la Laguna",1957,"Lamina metálica",12,0.61
715,"San Pablo la Laguna",1957,"Bajareque",1,0.05
715,"San Pablo la Laguna",1957,"Lepa, palo o caña",15,0.77
715,"San Pablo la Laguna",1957,"Material de desecho",1,0.05
715,"San Pablo la Laguna",1957,"Otro",1,0.05
715,"San Pablo la Laguna",1957,"No especificado",9,0.46
716,"San Marcos la Laguna",675,"Ladrillo",1,0.15
716,"San Marcos la Laguna",675,"Block",373,55.26
716,"San Marcos la Laguna",675,"Concreto",2,0.3
716,"San Marcos la Laguna",675,"Adobe",264,39.11
716,"San Marcos la Laguna",675,"Madera",19,2.81
716,"San Marcos la Laguna",675,"Lamina metálica",2,0.3
716,"San Marcos la Laguna",675,"Bajareque",3,0.44
716,"San Marcos la Laguna",675,"Lepa, palo o caña",6,0.89
716,"San Marcos la Laguna",675,"Material de desecho",0,0
716,"San Marcos la Laguna",675,"Otro",5,0.74
716,"San Marcos la Laguna",675,"No especificado",0,0
717,"San Juan la Laguna",3078,"Ladrillo",9,0.29
717,"San Juan la Laguna",3078,"Block",2127,69.1
717,"San Juan la Laguna",3078,"Concreto",60,1.95
717,"San Juan la Laguna",3078,"Adobe",371,12.05
717,"San Juan la Laguna",3078,"Madera",374,12.15
717,"San Juan la Laguna",3078,"Lamina metálica",115,3.74
717,"San Juan la Laguna",3078,"Bajareque",0,0
717,"San Juan la Laguna",3078,"Lepa, palo o caña",14,0.45
717,"San Juan la Laguna",3078,"Material de desecho",0,0
717,"San Juan la Laguna",3078,"Otro",6,0.19
717,"San Juan la Laguna",3078,"No especificado",2,0.06
718,"San Pedro la Laguna",3229,"Ladrillo",44,1.36
718,"San Pedro la Laguna",3229,"Block",2732,84.61
718,"San Pedro la Laguna",3229,"Concreto",36,1.11
718,"San Pedro la Laguna",3229,"Adobe",344,10.65
718,"San Pedro la Laguna",3229,"Madera",34,1.05
718,"San Pedro la Laguna",3229,"Lamina metálica",8,0.25
718,"San Pedro la Laguna",3229,"Bajareque",3,0.09
718,"San Pedro la Laguna",3229,"Lepa, palo o caña",6,0.19
718,"San Pedro la Laguna",3229,"Material de desecho",0,0
718,"San Pedro la Laguna",3229,"Otro",20,0.62
718,"San Pedro la Laguna",3229,"No especificado",2,0.06
719,"Santiago Atitlán",11469,"Ladrillo",73,0.64
719,"Santiago Atitlán",11469,"Block",9699,84.57
719,"Santiago Atitlán",11469,"Concreto",760,6.63
719,"Santiago Atitlán",11469,"Adobe",11,0.1
719,"Santiago Atitlán",11469,"Madera",63,0.55
719,"Santiago Atitlán",11469,"Lamina metálica",34,0.3
719,"Santiago Atitlán",11469,"Bajareque",6,0.05
719,"Santiago Atitlán",11469,"Lepa, palo o caña",105,0.92
719,"Santiago Atitlán",11469,"Material de desecho",0,0
719,"Santiago Atitlán",11469,"Otro",707,6.16
719,"Santiago Atitlán",11469,"No especificado",11,0.1
801,"Totonicapán",29701,"Ladrillo",132,0.44
801,"Totonicapán",29701,"Block",14662,49.37
801,"Totonicapán",29701,"Concreto",1275,4.29
801,"Totonicapán",29701,"Adobe",13150,44.27
801,"Totonicapán",29701,"Madera",305,1.03
801,"Totonicapán",29701,"Lamina metálica",111,0.37
801,"Totonicapán",29701,"Bajareque",2,0.01
801,"Totonicapán",29701,"Lepa, palo o caña",10,0.03
801,"Totonicapán",29701,"Material de desecho",2,0.01
801,"Totonicapán",29701,"Otro",4,0.01
801,"Totonicapán",29701,"No especificado",48,0.16
802,"San Cristóbal Totonicapán",10371,"Ladrillo",59,0.57
802,"San Cristóbal Totonicapán",10371,"Block",5394,52.01
802,"San Cristóbal Totonicapán",10371,"Concreto",335,3.23
802,"San Cristóbal Totonicapán",10371,"Adobe",4423,42.65
802,"San Cristóbal Totonicapán",10371,"Madera",32,0.31
802,"San Cristóbal Totonicapán",10371,"Lamina metálica",90,0.87
802,"San Cristóbal Totonicapán",10371,"Bajareque",0,0
802,"San Cristóbal Totonicapán",10371,"Lepa, palo o caña",5,0.05
802,"San Cristóbal Totonicapán",10371,"Material de desecho",1,0.01
802,"San Cristóbal Totonicapán",10371,"Otro",3,0.03
802,"San Cristóbal Totonicapán",10371,"No especificado",29,0.28
803,"San Francisco el Alto",14258,"Ladrillo",65,0.46
803,"San Francisco el Alto",14258,"Block",9014,63.22
803,"San Francisco el Alto",14258,"Concreto",1094,7.67
803,"San Francisco el Alto",14258,"Adobe",3899,27.35
803,"San Francisco el Alto",14258,"Madera",42,0.29
803,"San Francisco el Alto",14258,"Lamina metálica",106,0.74
803,"San Francisco el Alto",14258,"Bajareque",2,0.01
803,"San Francisco el Alto",14258,"Lepa, palo o caña",1,0.01
803,"San Francisco el Alto",14258,"Material de desecho",0,0
803,"San Francisco el Alto",14258,"Otro",2,0.01
803,"San Francisco el Alto",14258,"No especificado",33,0.23
804,"San Andrés Xecul",7495,"Ladrillo",25,0.33
804,"San Andrés Xecul",7495,"Block",4701,62.72
804,"San Andrés Xecul",7495,"Concreto",302,4.03
804,"San Andrés Xecul",7495,"Adobe",2406,32.1
804,"San Andrés Xecul",7495,"Madera",13,0.17
804,"San Andrés Xecul",7495,"Lamina metálica",21,0.28
804,"San Andrés Xecul",7495,"Bajareque",0,0
804,"San Andrés Xecul",7495,"Lepa, palo o caña",3,0.04
804,"San Andrés Xecul",7495,"Material de desecho",9,0.12
804,"San Andrés Xecul",7495,"Otro",1,0.01
804,"San Andrés Xecul",7495,"No especificado",14,0.19
805,"Momostenango",26004,"Ladrillo",85,0.33
805,"Momostenango",26004,"Block",9450,36.34
805,"Momostenango",26004,"Concreto",1170,4.5
805,"Momostenango",26004,"Adobe",14447,55.56
805,"Momostenango",26004,"Madera",473,1.82
805,"Momostenango",26004,"Lamina metálica",169,0.65
805,"Momostenango",26004,"Bajareque",36,0.14
805,"Momostenango",26004,"Lepa, palo o caña",93,0.36
805,"Momostenango",26004,"Material de desecho",5,0.02
805,"Momostenango",26004,"Otro",2,0.01
805,"Momostenango",26004,"No especificado",74,0.28
806,"Santa María Chiquimula",11856,"Ladrillo",24,0.2
806,"Santa María Chiquimula",11856,"Block",811,6.84
806,"Santa María Chiquimula",11856,"Concreto",447,3.77
806,"Santa María Chiquimula",11856,"Adobe",10321,87.05
806,"Santa María Chiquimula",11856,"Madera",137,1.16
806,"Santa María Chiquimula",11856,"Lamina metálica",46,0.39
806,"Santa María Chiquimula",11856,"Bajareque",0,0
806,"Santa María Chiquimula",11856,"Lepa, palo o caña",43,0.36
806,"Santa María Chiquimula",11856,"Material de desecho",6,0.05
806,"Santa María Chiquimula",11856,"Otro",0,0
806,"Santa María Chiquimula",11856,"No especificado",21,0.18
807,"Santa Lucía la Reforma",5067,"Ladrillo",23,0.45
807,"Santa Lucía la Reforma",5067,"Block",240,4.74
807,"Santa Lucía la Reforma",5067,"Concreto",211,4.16
807,"Santa Lucía la Reforma",5067,"Adobe",4518,89.17
807,"Santa Lucía la Reforma",5067,"Madera",33,0.65
807,"Santa Lucía la Reforma",5067,"Lamina metálica",20,0.39
807,"Santa Lucía la Reforma",5067,"Bajareque",1,0.02
807,"Santa Lucía la Reforma",5067,"Lepa, palo o caña",2,0.04
807,"Santa Lucía la Reforma",5067,"Material de desecho",0,0
807,"Santa Lucía la Reforma",5067,"Otro",2,0.04
807,"Santa Lucía la Reforma",5067,"No especificado",17,0.34
808,"San Bartolo Aguas Calientes",2850,"Ladrillo",5,0.18
808,"San Bartolo Aguas Calientes",2850,"Block",1110,38.95
808,"San Bartolo Aguas Calientes",2850,"Concreto",35,1.23
808,"San Bartolo Aguas Calientes",2850,"Adobe",1519,53.3
808,"San Bartolo Aguas Calientes",2850,"Madera",123,4.32
808,"San Bartolo Aguas Calientes",2850,"Lamina metálica",28,0.98
808,"San Bartolo Aguas Calientes",2850,"Bajareque",1,0.04
808,"San Bartolo Aguas Calientes",2850,"Lepa, palo o caña",21,0.74
808,"San Bartolo Aguas Calientes",2850,"Material de desecho",0,0
808,"San Bartolo Aguas Calientes",2850,"Otro",1,0.04
808,"San Bartolo Aguas Calientes",2850,"No especificado",7,0.25
901,"Quetzaltenango",49123,"Ladrillo",1594,3.24
901,"Quetzaltenango",49123,"Block",39190,79.78
901,"Quetzaltenango",49123,"Concreto",2877,5.86
901,"Quetzaltenango",49123,"Adobe",4348,8.85
901,"Quetzaltenango",49123,"Madera",294,0.6
901,"Quetzaltenango",49123,"Lamina metálica",644,1.31
901,"Quetzaltenango",49123,"Bajareque",2,0
901,"Quetzaltenango",49123,"Lepa, palo o caña",5,0.01
901,"Quetzaltenango",49123,"Material de desecho",3,0.01
901,"Quetzaltenango",49123,"Otro",53,0.11
901,"Quetzaltenango",49123,"No especificado",113,0.23
902,"Salcajá",5520,"Ladrillo",43,0.78
902,"Salcajá",5520,"Block",4122,74.67
902,"Salcajá",5520,"Concreto",76,1.38
902,"Salcajá",5520,"Adobe",1204,21.81
902,"Salcajá",5520,"Madera",21,0.38
902,"Salcajá",5520,"Lamina metálica",50,0.91
902,"Salcajá",5520,"Bajareque",1,0.02
902,"Salcajá",5520,"Lepa, palo o caña",0,0
902,"Salcajá",5520,"Material de desecho",0,0
902,"Salcajá",5520,"Otro",1,0.02
902,"Salcajá",5520,"No especificado",2,0.04
903,"San Juan Olintepeque",9101,"Ladrillo",156,1.71
903,"San Juan Olintepeque",9101,"Block",7119,78.22
903,"San Juan Olintepeque",9101,"Concreto",167,1.83
903,"San Juan Olintepeque",9101,"Adobe",1532,16.83
903,"San Juan Olintepeque",9101,"Madera",33,0.36
903,"San Juan Olintepeque",9101,"Lamina metálica",71,0.78
903,"San Juan Olintepeque",9101,"Bajareque",2,0.02
903,"San Juan Olintepeque",9101,"Lepa, palo o caña",2,0.02
903,"San Juan Olintepeque",9101,"Material de desecho",1,0.01
903,"San Juan Olintepeque",9101,"Otro",1,0.01
903,"San Juan Olintepeque",9101,"No especificado",17,0.19
904,"San Carlos Sija",9989,"Ladrillo",37,0.37
904,"San Carlos Sija",9989,"Block",6154,61.61
904,"San Carlos Sija",9989,"Concreto",106,1.06
904,"San Carlos Sija",9989,"Adobe",3574,35.78
904,"San Carlos Sija",9989,"Madera",83,0.83
904,"San Carlos Sija",9989,"Lamina metálica",15,0.15
904,"San Carlos Sija",9989,"Bajareque",1,0.01
904,"San Carlos Sija",9989,"Lepa, palo o caña",7,0.07
904,"San Carlos Sija",9989,"Material de desecho",0,0
904,"San Carlos Sija",9989,"Otro",4,0.04
904,"San Carlos Sija",9989,"No especificado",8,0.08
905,"Sibilia",2708,"Ladrillo",22,0.81
905,"Sibilia",2708,"Block",2167,80.02
905,"Sibilia",2708,"Concreto",80,2.95
905,"Sibilia",2708,"Adobe",432,15.95
905,"Sibilia",2708,"Madera",6,0.22
905,"Sibilia",2708,"Lamina metálica",1,0.04
905,"Sibilia",2708,"Bajareque",0,0
905,"Sibilia",2708,"Lepa, palo o caña",0,0
905,"Sibilia",2708,"Material de desecho",0,0
905,"Sibilia",2708,"Otro",0,0
905,"Sibilia",2708,"No especificado",0,0
906,"Cabricán",5989,"Ladrillo",59,0.99
906,"Cabricán",5989,"Block",3003,50.14
906,"Cabricán",5989,"Concreto",50,0.83
906,"Cabricán",5989,"Adobe",2817,47.04
906,"Cabricán",5989,"Madera",42,0.7
906,"Cabricán",5989,"Lamina metálica",13,0.22
906,"Cabricán",5989,"Bajareque",0,0
906,"Cabricán",5989,"Lepa, palo o caña",4,0.07
906,"Cabricán",5989,"Material de desecho",0,0
906,"Cabricán",5989,"Otro",0,0
906,"Cabricán",5989,"No especificado",1,0.02
907,"Cajolá",4126,"Ladrillo",24,0.58
907,"Cajolá",4126,"Block",3383,81.99
907,"Cajolá",4126,"Concreto",14,0.34
907,"Cajolá",4126,"Adobe",633,15.34
907,"Cajolá",4126,"Madera",20,0.48
907,"Cajolá",4126,"Lamina metálica",46,1.11
907,"Cajolá",4126,"Bajareque",1,0.02
907,"Cajolá",4126,"Lepa, palo o caña",1,0.02
907,"Cajolá",4126,"Material de desecho",0,0
907,"Cajolá",4126,"Otro",0,0
907,"Cajolá",4126,"No especificado",4,0.1
908,"San Miguel Siguilá",2059,"Ladrillo",16,0.78
908,"San Miguel Siguilá",2059,"Block",1842,89.46
908,"San Miguel Siguilá",2059,"Concreto",15,0.73
908,"San Miguel Siguilá",2059,"Adobe",164,7.97
908,"San Miguel Siguilá",2059,"Madera",3,0.15
908,"San Miguel Siguilá",2059,"Lamina metálica",14,0.68
908,"San Miguel Siguilá",2059,"Bajareque",1,0.05
908,"San Miguel Siguilá",2059,"Lepa, palo o caña",1,0.05
908,"San Miguel Siguilá",2059,"Material de desecho",0,0
908,"San Miguel Siguilá",2059,"Otro",1,0.05
908,"San Miguel Siguilá",2059,"No especificado",2,0.1
909,"San Juan Ostuncalco",14391,"Ladrillo",112,0.78
909,"San Juan Ostuncalco",14391,"Block",11352,78.88
909,"San Juan Ostuncalco",14391,"Concreto",1454,10.1
909,"San Juan Ostuncalco",14391,"Adobe",1048,7.28
909,"San Juan Ostuncalco",14391,"Madera",217,1.51
909,"San Juan Ostuncalco",14391,"Lamina metálica",130,0.9
909,"San Juan Ostuncalco",14391,"Bajareque",2,0.01
909,"San Juan Ostuncalco",14391,"Lepa, palo o caña",3,0.02
909,"San Juan Ostuncalco",14391,"Material de desecho",1,0.01
909,"San Juan Ostuncalco",14391,"Otro",1,0.01
909,"San Juan Ostuncalco",14391,"No especificado",71,0.49
910,"San Mateo",2004,"Ladrillo",36,1.8
910,"San Mateo",2004,"Block",1872,93.41
910,"San Mateo",2004,"Concreto",17,0.85
910,"San Mateo",2004,"Adobe",51,2.54
910,"San Mateo",2004,"Madera",10,0.5
910,"San Mateo",2004,"Lamina metálica",14,0.7
910,"San Mateo",2004,"Bajareque",0,0
910,"San Mateo",2004,"Lepa, palo o caña",0,0
910,"San Mateo",2004,"Material de desecho",0,0
910,"San Mateo",2004,"Otro",1,0.05
910,"San Mateo",2004,"No especificado",3,0.15
911,"Concepción Chiquirichapa",4689,"Ladrillo",85,1.81
911,"Concepción Chiquirichapa",4689,"Block",4492,95.8
911,"Concepción Chiquirichapa",4689,"Concreto",17,0.36
911,"Concepción Chiquirichapa",4689,"Adobe",80,1.71
911,"Concepción Chiquirichapa",4689,"Madera",0,0
911,"Concepción Chiquirichapa",4689,"Lamina metálica",11,0.23
911,"Concepción Chiquirichapa",4689,"Bajareque",0,0
911,"Concepción Chiquirichapa",4689,"Lepa, palo o caña",0,0
911,"Concepción Chiquirichapa",4689,"Material de desecho",0,0
911,"Concepción Chiquirichapa",4689,"Otro",0,0
911,"Concepción Chiquirichapa",4689,"No especificado",4,0.09
912,"San Martín Sacatepéquez",7195,"Ladrillo",71,0.99
912,"San Martín Sacatepéquez",7195,"Block",6713,93.3
912,"San Martín Sacatepéquez",7195,"Concreto",108,1.5
912,"San Martín Sacatepéquez",7195,"Adobe",5,0.07
912,"San Martín Sacatepéquez",7195,"Madera",131,1.82
912,"San Martín Sacatepéquez",7195,"Lamina metálica",144,2
912,"San Martín Sacatepéquez",7195,"Bajareque",0,0
912,"San Martín Sacatepéquez",7195,"Lepa, palo o caña",9,0.13
912,"San Martín Sacatepéquez",7195,"Material de desecho",1,0.01
912,"San Martín Sacatepéquez",7195,"Otro",8,0.11
912,"San Martín Sacatepéquez",7195,"No especificado",5,0.07
913,"Almolonga",4075,"Ladrillo",84,2.06
913,"Almolonga",4075,"Block",3438,84.37
913,"Almolonga",4075,"Concreto",294,7.21
913,"Almolonga",4075,"Adobe",230,5.64
913,"Almolonga",4075,"Madera",18,0.44
913,"Almolonga",4075,"Lamina metálica",8,0.2
913,"Almolonga",4075,"Bajareque",0,0
913,"Almolonga",4075,"Lepa, palo o caña",1,0.02
913,"Almolonga",4075,"Material de desecho",0,0
913,"Almolonga",4075,"Otro",1,0.02
913,"Almolonga",4075,"No especificado",1,0.02
914,"Cantel",8809,"Ladrillo",85,0.96
914,"Cantel",8809,"Block",5805,65.9
914,"Cantel",8809,"Concreto",88,1
914,"Cantel",8809,"Adobe",2656,30.15
914,"Cantel",8809,"Madera",63,0.72
914,"Cantel",8809,"Lamina metálica",86,0.98
914,"Cantel",8809,"Bajareque",1,0.01
914,"Cantel",8809,"Lepa, palo o caña",6,0.07
914,"Cantel",8809,"Material de desecho",1,0.01
914,"Cantel",8809,"Otro",1,0.01
914,"Cantel",8809,"No especificado",17,0.19
915,"Huitán",3416,"Ladrillo",10,0.29
915,"Huitán",3416,"Block",1707,49.97
915,"Huitán",3416,"Concreto",78,2.28
915,"Huitán",3416,"Adobe",1526,44.67
915,"Huitán",3416,"Madera",50,1.46
915,"Huitán",3416,"Lamina metálica",29,0.85
915,"Huitán",3416,"Bajareque",7,0.2
915,"Huitán",3416,"Lepa, palo o caña",2,0.06
915,"Huitán",3416,"Material de desecho",0,0
915,"Huitán",3416,"Otro",0,0
915,"Huitán",3416,"No especificado",7,0.2
916,"Zunil",4052,"Ladrillo",59,1.46
916,"Zunil",4052,"Block",3707,91.49
916,"Zunil",4052,"Concreto",77,1.9
916,"Zunil",4052,"Adobe",83,2.05
916,"Zunil",4052,"Madera",71,1.75
916,"Zunil",4052,"Lamina metálica",52,1.28
916,"Zunil",4052,"Bajareque",0,0
916,"Zunil",4052,"Lepa, palo o caña",0,0
916,"Zunil",4052,"Material de desecho",0,0
916,"Zunil",4052,"Otro",0,0
916,"Zunil",4052,"No especificado",3,0.07
917,"Colomba Costa Cuca",12802,"Ladrillo",46,0.36
917,"Colomba Costa Cuca",12802,"Block",8082,63.13
917,"Colomba Costa Cuca",12802,"Concreto",1406,10.98
917,"Colomba Costa Cuca",12802,"Adobe",40,0.31
917,"Colomba Costa Cuca",12802,"Madera",1829,14.29
917,"Colomba Costa Cuca",12802,"Lamina metálica",1214,9.48
917,"Colomba Costa Cuca",12802,"Bajareque",22,0.17
917,"Colomba Costa Cuca",12802,"Lepa, palo o caña",40,0.31
917,"Colomba Costa Cuca",12802,"Material de desecho",25,0.2
917,"Colomba Costa Cuca",12802,"Otro",76,0.59
917,"Colomba Costa Cuca",12802,"No especificado",22,0.17
918,"San Francisco la Unión",2154,"Ladrillo",5,0.23
