"Código","Municipio","Total de viviendas particulares","Material Predominante del Piso","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
1903,"Río Hondo",8188,"Otro",7,0.09
1904,"Gualán",13760,"Ladrillo cerámico",2179,15.84
1904,"Gualán",13760,"Ladrillo de cemento",867,6.3
1904,"Gualán",13760,"Ladrillo de barro",79,0.57
1904,"Gualán",13760,"Torta de cemento",5240,38.08
1904,"Gualán",13760,"Parqué o vinil",22,0.16
1904,"Gualán",13760,"Madera",79,0.57
1904,"Gualán",13760,"Tierra",2307,16.77
1904,"Gualán",13760,"Otro",11,0.08
1905,"Teculután",5620,"Ladrillo cerámico",584,10.39
1905,"Teculután",5620,"Ladrillo de cemento",509,9.06
1905,"Teculután",5620,"Ladrillo de barro",41,0.73
1905,"Teculután",5620,"Torta de cemento",2854,50.78
1905,"Teculután",5620,"Parqué o vinil",11,0.2
1905,"Teculután",5620,"Madera",8,0.14
1905,"Teculután",5620,"Tierra",396,7.05
1905,"Teculután",5620,"Otro",4,0.07
1906,"Usumatlán",3984,"Ladrillo cerámico",395,9.91
1906,"Usumatlán",3984,"Ladrillo de cemento",390,9.79
1906,"Usumatlán",3984,"Ladrillo de barro",10,0.25
1906,"Usumatlán",3984,"Torta de cemento",1663,41.74
1906,"Usumatlán",3984,"Parqué o vinil",5,0.13
1906,"Usumatlán",3984,"Madera",29,0.73
1906,"Usumatlán",3984,"Tierra",490,12.3
1906,"Usumatlán",3984,"Otro",0,0
1907,"Cabañas",4237,"Ladrillo cerámico",355,8.38
1907,"Cabañas",4237,"Ladrillo de cemento",198,4.67
1907,"Cabañas",4237,"Ladrillo de barro",18,0.42
1907,"Cabañas",4237,"Torta de cemento",2088,49.28
1907,"Cabañas",4237,"Parqué o vinil",2,0.05
1907,"Cabañas",4237,"Madera",3,0.07
1907,"Cabañas",4237,"Tierra",578,13.64
1907,"Cabañas",4237,"Otro",13,0.31
1908,"San Diego",2353,"Ladrillo cerámico",296,12.58
1908,"San Diego",2353,"Ladrillo de cemento",184,7.82
1908,"San Diego",2353,"Ladrillo de barro",3,0.13
1908,"San Diego",2353,"Torta de cemento",882,37.48
1908,"San Diego",2353,"Parqué o vinil",0,0
1908,"San Diego",2353,"Madera",1,0.04
1908,"San Diego",2353,"Tierra",309,13.13
1908,"San Diego",2353,"Otro",0,0
1909,"La Unión",8112,"Ladrillo cerámico",368,4.54
1909,"La Unión",8112,"Ladrillo de cemento",239,2.95
1909,"La Unión",8112,"Ladrillo de barro",7,0.09
1909,"La Unión",8112,"Torta de cemento",1662,20.49
1909,"La Unión",8112,"Parqué o vinil",11,0.14
1909,"La Unión",8112,"Madera",65,0.8
1909,"La Unión",8112,"Tierra",4300,53.01
1909,"La Unión",8112,"Otro",8,0.1
1910,"Huité",3538,"Ladrillo cerámico",288,8.14
1910,"Huité",3538,"Ladrillo de cemento",61,1.72
1910,"Huité",3538,"Ladrillo de barro",11,0.31
1910,"Huité",3538,"Torta de cemento",1521,42.99
1910,"Huité",3538,"Parqué o vinil",0,0
1910,"Huité",3538,"Madera",5,0.14
1910,"Huité",3538,"Tierra",730,20.63
1910,"Huité",3538,"Otro",0,0
1911,"San Jorge",3455,"Ladrillo cerámico",437,12.65
1911,"San Jorge",3455,"Ladrillo de cemento",143,4.14
1911,"San Jorge",3455,"Ladrillo de barro",53,1.53
1911,"San Jorge",3455,"Torta de cemento",1811,52.42
1911,"San Jorge",3455,"Parqué o vinil",8,0.23
1911,"San Jorge",3455,"Madera",0,0
1911,"San Jorge",3455,"Tierra",405,11.72
1911,"San Jorge",3455,"Otro",3,0.09
2001,"Chiquimula",28676,"Ladrillo cerámico",5320,18.55
2001,"Chiquimula",28676,"Ladrillo de cemento",3844,13.4
2001,"Chiquimula",28676,"Ladrillo de barro",166,0.58
2001,"Chiquimula",28676,"Torta de cemento",7866,27.43
2001,"Chiquimula",28676,"Parqué o vinil",44,0.15
2001,"Chiquimula",28676,"Madera",56,0.2
2001,"Chiquimula",28676,"Tierra",6539,22.8
2001,"Chiquimula",28676,"Otro",175,0.61
2002,"San José la Arada",2867,"Ladrillo cerámico",476,16.6
2002,"San José la Arada",2867,"Ladrillo de cemento",369,12.87
2002,"San José la Arada",2867,"Ladrillo de barro",10,0.35
2002,"San José la Arada",2867,"Torta de cemento",932,32.51
2002,"San José la Arada",2867,"Parqué o vinil",5,0.17
2002,"San José la Arada",2867,"Madera",7,0.24
2002,"San José la Arada",2867,"Tierra",344,12
2002,"San José la Arada",2867,"Otro",2,0.07
2003,"San Juan Ermita",4351,"Ladrillo cerámico",464,10.66
2003,"San Juan Ermita",4351,"Ladrillo de cemento",373,8.57
2003,"San Juan Ermita",4351,"Ladrillo de barro",1,0.02
2003,"San Juan Ermita",4351,"Torta de cemento",852,19.58
2003,"San Juan Ermita",4351,"Parqué o vinil",1,0.02
2003,"San Juan Ermita",4351,"Madera",35,0.8
2003,"San Juan Ermita",4351,"Tierra",1847,42.45
2003,"San Juan Ermita",4351,"Otro",3,0.07
2004,"Jocotán",13722,"Ladrillo cerámico",959,6.99
2004,"Jocotán",13722,"Ladrillo de cemento",426,3.1
2004,"Jocotán",13722,"Ladrillo de barro",11,0.08
2004,"Jocotán",13722,"Torta de cemento",1666,12.14
2004,"Jocotán",13722,"Parqué o vinil",5,0.04
2004,"Jocotán",13722,"Madera",87,0.63
2004,"Jocotán",13722,"Tierra",9171,66.83
2004,"Jocotán",13722,"Otro",20,0.15
2005,"Camotán",11984,"Ladrillo cerámico",740,6.17
2005,"Camotán",11984,"Ladrillo de cemento",365,3.05
2005,"Camotán",11984,"Ladrillo de barro",5,0.04
2005,"Camotán",11984,"Torta de cemento",1790,14.94
2005,"Camotán",11984,"Parqué o vinil",6,0.05
2005,"Camotán",11984,"Madera",61,0.51
2005,"Camotán",11984,"Tierra",7611,63.51
2005,"Camotán",11984,"Otro",10,0.08
2006,"Olopa",6349,"Ladrillo cerámico",416,6.55
2006,"Olopa",6349,"Ladrillo de cemento",187,2.95
2006,"Olopa",6349,"Ladrillo de barro",10,0.16
2006,"Olopa",6349,"Torta de cemento",834,13.14
2006,"Olopa",6349,"Parqué o vinil",1,0.02
2006,"Olopa",6349,"Madera",18,0.28
2006,"Olopa",6349,"Tierra",4042,63.66
2006,"Olopa",6349,"Otro",4,0.06
2007,"Esquipulas",15478,"Ladrillo cerámico",4381,28.3
2007,"Esquipulas",15478,"Ladrillo de cemento",1313,8.48
2007,"Esquipulas",15478,"Ladrillo de barro",49,0.32
2007,"Esquipulas",15478,"Torta de cemento",3570,23.06
2007,"Esquipulas",15478,"Parqué o vinil",10,0.06
2007,"Esquipulas",15478,"Madera",39,0.25
2007,"Esquipulas",15478,"Tierra",2837,18.33
2007,"Esquipulas",15478,"Otro",8,0.05
2008,"Concepción las Minas",4869,"Ladrillo cerámico",871,17.89
2008,"Concepción las Minas",4869,"Ladrillo de cemento",1182,24.28
2008,"Concepción las Minas",4869,"Ladrillo de barro",28,0.58
2008,"Concepción las Minas",4869,"Torta de cemento",698,14.34
2008,"Concepción las Minas",4869,"Parqué o vinil",4,0.08
2008,"Concepción las Minas",4869,"Madera",3,0.06
2008,"Concepción las Minas",4869,"Tierra",300,6.16
2008,"Concepción las Minas",4869,"Otro",1,0.02
2009,"Quezaltepeque",8716,"Ladrillo cerámico",978,11.22
2009,"Quezaltepeque",8716,"Ladrillo de cemento",1954,22.42
2009,"Quezaltepeque",8716,"Ladrillo de barro",30,0.34
2009,"Quezaltepeque",8716,"Torta de cemento",1462,16.77
2009,"Quezaltepeque",8716,"Parqué o vinil",1,0.01
2009,"Quezaltepeque",8716,"Madera",3,0.03
2009,"Quezaltepeque",8716,"Tierra",2048,23.5
2009,"Quezaltepeque",8716,"Otro",26,0.3
2010,"San Jacinto",3302,"Ladrillo cerámico",314,9.51
2010,"San Jacinto",3302,"Ladrillo de cemento",265,8.03
2010,"San Jacinto",3302,"Ladrillo de barro",17,0.51
2010,"San Jacinto",3302,"Torta de cemento",1107,33.53
2010,"San Jacinto",3302,"Parqué o vinil",2,0.06
2010,"San Jacinto",3302,"Madera",19,0.58
2010,"San Jacinto",3302,"Tierra",1019,30.86
2010,"San Jacinto",3302,"Otro",1,0.03
2011,"Ipala",7719,"Ladrillo cerámico",1518,19.67
2011,"Ipala",7719,"Ladrillo de cemento",1334,17.28
2011,"Ipala",7719,"Ladrillo de barro",28,0.36
2011,"Ipala",7719,"Torta de cemento",2033,26.34
2011,"Ipala",7719,"Parqué o vinil",4,0.05
2011,"Ipala",7719,"Madera",10,0.13
2011,"Ipala",7719,"Tierra",732,9.48
2011,"Ipala",7719,"Otro",2,0.03
2101,"Jalapa",39015,"Ladrillo cerámico",5652,14.49
2101,"Jalapa",39015,"Ladrillo de cemento",4306,11.04
2101,"Jalapa",39015,"Ladrillo de barro",117,0.3
2101,"Jalapa",39015,"Torta de cemento",6170,15.81
2101,"Jalapa",39015,"Parqué o vinil",32,0.08
2101,"Jalapa",39015,"Madera",182,0.47
2101,"Jalapa",39015,"Tierra",15686,40.21
2101,"Jalapa",39015,"Otro",112,0.29
2102,"San Pedro Pinula",14640,"Ladrillo cerámico",1075,7.34
2102,"San Pedro Pinula",14640,"Ladrillo de cemento",838,5.72
2102,"San Pedro Pinula",14640,"Ladrillo de barro",61,0.42
2102,"San Pedro Pinula",14640,"Torta de cemento",1679,11.47
2102,"San Pedro Pinula",14640,"Parqué o vinil",12,0.08
2102,"San Pedro Pinula",14640,"Madera",100,0.68
2102,"San Pedro Pinula",14640,"Tierra",8140,55.6
2102,"San Pedro Pinula",14640,"Otro",20,0.14
2103,"San Luis Jilotepeque",7634,"Ladrillo cerámico",1200,15.72
2103,"San Luis Jilotepeque",7634,"Ladrillo de cemento",1295,16.96
2103,"San Luis Jilotepeque",7634,"Ladrillo de barro",90,1.18
2103,"San Luis Jilotepeque",7634,"Torta de cemento",1273,16.68
2103,"San Luis Jilotepeque",7634,"Parqué o vinil",5,0.07
2103,"San Luis Jilotepeque",7634,"Madera",18,0.24
2103,"San Luis Jilotepeque",7634,"Tierra",1978,25.91
2103,"San Luis Jilotepeque",7634,"Otro",7,0.09
2104,"San Manuel Chaparrón",2945,"Ladrillo cerámico",391,13.28
2104,"San Manuel Chaparrón",2945,"Ladrillo de cemento",911,30.93
2104,"San Manuel Chaparrón",2945,"Ladrillo de barro",26,0.88
2104,"San Manuel Chaparrón",2945,"Torta de cemento",516,17.52
2104,"San Manuel Chaparrón",2945,"Parqué o vinil",3,0.1
2104,"San Manuel Chaparrón",2945,"Madera",8,0.27
2104,"San Manuel Chaparrón",2945,"Tierra",330,11.21
2104,"San Manuel Chaparrón",2945,"Otro",0,0
2105,"San Carlos Alzatate",4095,"Ladrillo cerámico",200,4.88
2105,"San Carlos Alzatate",4095,"Ladrillo de cemento",92,2.25
2105,"San Carlos Alzatate",4095,"Ladrillo de barro",4,0.1
2105,"San Carlos Alzatate",4095,"Torta de cemento",733,17.9
2105,"San Carlos Alzatate",4095,"Parqué o vinil",7,0.17
2105,"San Carlos Alzatate",4095,"Madera",60,1.47
2105,"San Carlos Alzatate",4095,"Tierra",2404,58.71
2105,"San Carlos Alzatate",4095,"Otro",8,0.2
2106,"Monjas",8107,"Ladrillo cerámico",1607,19.82
2106,"Monjas",8107,"Ladrillo de cemento",1976,24.37
2106,"Monjas",8107,"Ladrillo de barro",38,0.47
2106,"Monjas",8107,"Torta de cemento",1774,21.88
2106,"Monjas",8107,"Parqué o vinil",10,0.12
2106,"Monjas",8107,"Madera",13,0.16
2106,"Monjas",8107,"Tierra",939,11.58
2106,"Monjas",8107,"Otro",22,0.27
2107,"Mataquescuintla",11682,"Ladrillo cerámico",1472,12.6
2107,"Mataquescuintla",11682,"Ladrillo de cemento",880,7.53
2107,"Mataquescuintla",11682,"Ladrillo de barro",60,0.51
2107,"Mataquescuintla",11682,"Torta de cemento",3004,25.71
2107,"Mataquescuintla",11682,"Parqué o vinil",5,0.04
2107,"Mataquescuintla",11682,"Madera",27,0.23
2107,"Mataquescuintla",11682,"Tierra",3669,31.41
2107,"Mataquescuintla",11682,"Otro",9,0.08
2201,"Jutiapa",38624,"Ladrillo cerámico",7703,19.94
2201,"Jutiapa",38624,"Ladrillo de cemento",4994,12.93
2201,"Jutiapa",38624,"Ladrillo de barro",217,0.56
2201,"Jutiapa",38624,"Torta de cemento",9671,25.04
2201,"Jutiapa",38624,"Parqué o vinil",117,0.3
2201,"Jutiapa",38624,"Madera",115,0.3
2201,"Jutiapa",38624,"Tierra",8905,23.06
2201,"Jutiapa",38624,"Otro",41,0.11
2202,"El Progreso",7303,"Ladrillo cerámico",2046,28.02
2202,"El Progreso",7303,"Ladrillo de cemento",2182,29.88
2202,"El Progreso",7303,"Ladrillo de barro",41,0.56
2202,"El Progreso",7303,"Torta de cemento",1006,13.78
2202,"El Progreso",7303,"Parqué o vinil",34,0.47
2202,"El Progreso",7303,"Madera",1,0.01
2202,"El Progreso",7303,"Tierra",269,3.68
2202,"El Progreso",7303,"Otro",3,0.04
2203,"Santa Catarina Mita",10080,"Ladrillo cerámico",1955,19.39
2203,"Santa Catarina Mita",10080,"Ladrillo de cemento",2932,29.09
2203,"Santa Catarina Mita",10080,"Ladrillo de barro",36,0.36
2203,"Santa Catarina Mita",10080,"Torta de cemento",1644,16.31
2203,"Santa Catarina Mita",10080,"Parqué o vinil",4,0.04
2203,"Santa Catarina Mita",10080,"Madera",4,0.04
2203,"Santa Catarina Mita",10080,"Tierra",865,8.58
2203,"Santa Catarina Mita",10080,"Otro",4,0.04
2204,"Agua Blanca",6084,"Ladrillo cerámico",1549,25.46
2204,"Agua Blanca",6084,"Ladrillo de cemento",1173,19.28
2204,"Agua Blanca",6084,"Ladrillo de barro",41,0.67
2204,"Agua Blanca",6084,"Torta de cemento",1309,21.52
2204,"Agua Blanca",6084,"Parqué o vinil",21,0.35
2204,"Agua Blanca",6084,"Madera",7,0.12
2204,"Agua Blanca",6084,"Tierra",228,3.75
2204,"Agua Blanca",6084,"Otro",1,0.02
2205,"Asunción Mita",15572,"Ladrillo cerámico",3428,22.01
2205,"Asunción Mita",15572,"Ladrillo de cemento",3815,24.5
2205,"Asunción Mita",15572,"Ladrillo de barro",249,1.6
2205,"Asunción Mita",15572,"Torta de cemento",3328,21.37
2205,"Asunción Mita",15572,"Parqué o vinil",153,0.98
2205,"Asunción Mita",15572,"Madera",14,0.09
2205,"Asunción Mita",15572,"Tierra",1376,8.84
2205,"Asunción Mita",15572,"Otro",6,0.04
2206,"Yupiltepeque",4724,"Ladrillo cerámico",521,11.03
2206,"Yupiltepeque",4724,"Ladrillo de cemento",618,13.08
2206,"Yupiltepeque",4724,"Ladrillo de barro",8,0.17
2206,"Yupiltepeque",4724,"Torta de cemento",1301,27.54
2206,"Yupiltepeque",4724,"Parqué o vinil",5,0.11
2206,"Yupiltepeque",4724,"Madera",13,0.28
2206,"Yupiltepeque",4724,"Tierra",1369,28.98
2206,"Yupiltepeque",4724,"Otro",1,0.02
2207,"Atescatempa",5916,"Ladrillo cerámico",1141,19.29
2207,"Atescatempa",5916,"Ladrillo de cemento",1340,22.65
2207,"Atescatempa",5916,"Ladrillo de barro",22,0.37
2207,"Atescatempa",5916,"Torta de cemento",1285,21.72
2207,"Atescatempa",5916,"Parqué o vinil",11,0.19
2207,"Atescatempa",5916,"Madera",4,0.07
2207,"Atescatempa",5916,"Tierra",1044,17.65
2207,"Atescatempa",5916,"Otro",5,0.08
2208,"Jerez",2315,"Ladrillo cerámico",370,15.98
2208,"Jerez",2315,"Ladrillo de cemento",520,22.46
2208,"Jerez",2315,"Ladrillo de barro",11,0.48
2208,"Jerez",2315,"Torta de cemento",481,20.78
2208,"Jerez",2315,"Parqué o vinil",1,0.04
2208,"Jerez",2315,"Madera",10,0.43
2208,"Jerez",2315,"Tierra",453,19.57
2208,"Jerez",2315,"Otro",1,0.04
2209,"El Adelanto",1717,"Ladrillo cerámico",163,9.49
2209,"El Adelanto",1717,"Ladrillo de cemento",328,19.1
2209,"El Adelanto",1717,"Ladrillo de barro",3,0.17
2209,"El Adelanto",1717,"Torta de cemento",385,22.42
2209,"El Adelanto",1717,"Parqué o vinil",2,0.12
2209,"El Adelanto",1717,"Madera",2,0.12
2209,"El Adelanto",1717,"Tierra",548,31.92
2209,"El Adelanto",1717,"Otro",5,0.29
2210,"Zapotitlán",2423,"Ladrillo cerámico",272,11.23
2210,"Zapotitlán",2423,"Ladrillo de cemento",359,14.82
2210,"Zapotitlán",2423,"Ladrillo de barro",18,0.74
2210,"Zapotitlán",2423,"Torta de cemento",462,19.07
2210,"Zapotitlán",2423,"Parqué o vinil",4,0.17
2210,"Zapotitlán",2423,"Madera",18,0.74
2210,"Zapotitlán",2423,"Tierra",896,36.98
2210,"Zapotitlán",2423,"Otro",1,0.04
2211,"Comapa",8048,"Ladrillo cerámico",902,11.21
2211,"Comapa",8048,"Ladrillo de cemento",1212,15.06
2211,"Comapa",8048,"Ladrillo de barro",54,0.67
2211,"Comapa",8048,"Torta de cemento",2393,29.73
2211,"Comapa",8048,"Parqué o vinil",9,0.11
2211,"Comapa",8048,"Madera",26,0.32
2211,"Comapa",8048,"Tierra",2300,28.58
2211,"Comapa",8048,"Otro",17,0.21
2212,"Jalpatagua",8774,"Ladrillo cerámico",1267,14.44
2212,"Jalpatagua",8774,"Ladrillo de cemento",1874,21.36
2212,"Jalpatagua",8774,"Ladrillo de barro",32,0.36
2212,"Jalpatagua",8774,"Torta de cemento",2249,25.63
2212,"Jalpatagua",8774,"Parqué o vinil",6,0.07
2212,"Jalpatagua",8774,"Madera",9,0.1
2212,"Jalpatagua",8774,"Tierra",1548,17.64
2212,"Jalpatagua",8774,"Otro",9,0.1
2213,"Conguaco",4888,"Ladrillo cerámico",390,7.98
2213,"Conguaco",4888,"Ladrillo de cemento",300,6.14
2213,"Conguaco",4888,"Ladrillo de barro",10,0.2
2213,"Conguaco",4888,"Torta de cemento",1028,21.03
2213,"Conguaco",4888,"Parqué o vinil",3,0.06
2213,"Conguaco",4888,"Madera",21,0.43
2213,"Conguaco",4888,"Tierra",2596,53.11
2213,"Conguaco",4888,"Otro",1,0.02
2214,"Moyuta",11393,"Ladrillo cerámico",1491,13.09
2214,"Moyuta",11393,"Ladrillo de cemento",824,7.23
2214,"Moyuta",11393,"Ladrillo de barro",44,0.39
2214,"Moyuta",11393,"Torta de cemento",4154,36.46
2214,"Moyuta",11393,"Parqué o vinil",19,0.17
2214,"Moyuta",11393,"Madera",41,0.36
2214,"Moyuta",11393,"Tierra",2803,24.6
2214,"Moyuta",11393,"Otro",20,0.18
2215,"Pasaco",2852,"Ladrillo cerámico",272,9.54
2215,"Pasaco",2852,"Ladrillo de cemento",206,7.22
2215,"Pasaco",2852,"Ladrillo de barro",19,0.67
2215,"Pasaco",2852,"Torta de cemento",818,28.68
2215,"Pasaco",2852,"Parqué o vinil",7,0.25
2215,"Pasaco",2852,"Madera",11,0.39
2215,"Pasaco",2852,"Tierra",799,28.02
2215,"Pasaco",2852,"Otro",6,0.21
2216,"San José Acatempa",4301,"Ladrillo cerámico",1037,24.11
2216,"San José Acatempa",4301,"Ladrillo de cemento",474,11.02
2216,"San José Acatempa",4301,"Ladrillo de barro",27,0.63
2216,"San José Acatempa",4301,"Torta de cemento",1261,29.32
2216,"San José Acatempa",4301,"Parqué o vinil",2,0.05
2216,"San José Acatempa",4301,"Madera",8,0.19
2216,"San José Acatempa",4301,"Tierra",720,16.74
2216,"San José Acatempa",4301,"Otro",3,0.07
2217,"Quesada",6493,"Ladrillo cerámico",1206,18.57
2217,"Quesada",6493,"Ladrillo de cemento",813,12.52
2217,"Quesada",6493,"Ladrillo de barro",49,0.75
2217,"Quesada",6493,"Torta de cemento",2229,34.33
2217,"Quesada",6493,"Parqué o vinil",8,0.12
2217,"Quesada",6493,"Madera",12,0.18
2217,"Quesada",6493,"Tierra",1069,16.46
2217,"Quesada",6493,"Otro",12,0.18
